NETC,GJ10000-99999,EUR,GJ_GCV,PL	2.3541 	2.2485 
NETC,GJ10000-99999,EUR,GJ_GCV,PT	1.9213 	1.9712 
NETC,GJ10000-99999,EUR,GJ_GCV,RO	2.1652 	2.2909 e
NETC,GJ10000-99999,EUR,GJ_GCV,RS	1.6421 	1.5509 
NETC,GJ10000-99999,EUR,GJ_GCV,SE	3.0533 	3.1851 
NETC,GJ10000-99999,EUR,GJ_GCV,SI	2.1497 	2.0822 
NETC,GJ10000-99999,EUR,GJ_GCV,SK	2.4341 	2.3983 
NETC,GJ10000-99999,EUR,GJ_GCV,TR	0.4197 	0.4270 
NETC,GJ10000-99999,EUR,GJ_GCV,UK	1.3654 	1.4692 
NETC,GJ10000-99999,EUR,KWH,AT	0.0063 	0.0070 
NETC,GJ10000-99999,EUR,KWH,BA	0.0117 	0.0120 
NETC,GJ10000-99999,EUR,KWH,BE	0.0023 	0.0050 
NETC,GJ10000-99999,EUR,KWH,BG	0.0066 	0.0059 
NETC,GJ10000-99999,EUR,KWH,CZ	0.0056 	0.0050 
NETC,GJ10000-99999,EUR,KWH,DK	0.0054 	0.0049 
NETC,GJ10000-99999,EUR,KWH,EA	0.0049 	0.0058 
NETC,GJ10000-99999,EUR,KWH,EE	0.0053 	0.0048 
NETC,GJ10000-99999,EUR,KWH,EL	0.0058 	0.0042 
NETC,GJ10000-99999,EUR,KWH,EU28	0.0053 	0.0059 
NETC,GJ10000-99999,EUR,KWH,FI	0.0128 	0.0124 
NETC,GJ10000-99999,EUR,KWH,FR	0.0063 	0.0076 
NETC,GJ10000-99999,EUR,KWH,GE	0.0023 	: 
NETC,GJ10000-99999,EUR,KWH,HR	0.0061 	0.0059 
NETC,GJ10000-99999,EUR,KWH,HU	0.0035 	0.0040 d
NETC,GJ10000-99999,EUR,KWH,IE	0.0126 	0.0116 
NETC,GJ10000-99999,EUR,KWH,LT	0.0069 	0.0091 
NETC,GJ10000-99999,EUR,KWH,LU	0.0078 	0.0078 
NETC,GJ10000-99999,EUR,KWH,LV	0.0074 	0.0068 
NETC,GJ10000-99999,EUR,KWH,MD	0.0065 	0.0050 
NETC,GJ10000-99999,EUR,KWH,MK	0.0026 	0.0024 
NETC,GJ10000-99999,EUR,KWH,NL	0.0013 	0.0013 
NETC,GJ10000-99999,EUR,KWH,PL	0.0085 	0.0081 
NETC,GJ10000-99999,EUR,KWH,PT	0.0069 	0.0071 
NETC,GJ10000-99999,EUR,KWH,RO	0.0078 	0.0082 e
NETC,GJ10000-99999,EUR,KWH,RS	0.0059 	0.0056 
NETC,GJ10000-99999,EUR,KWH,SE	0.0110 	0.0115 
NETC,GJ10000-99999,EUR,KWH,SI	0.0077 	0.0075 
NETC,GJ10000-99999,EUR,KWH,SK	0.0088 	0.0086 
NETC,GJ10000-99999,EUR,KWH,TR	0.0015 	0.0015 
NETC,GJ10000-99999,EUR,KWH,UK	0.0049 	0.0053 
NETC,GJ10000-99999,NAT,GJ_GCV,AT	1.7435 	1.9433 
NETC,GJ10000-99999,NAT,GJ_GCV,BA	6.3492 	6.5199 
NETC,GJ10000-99999,NAT,GJ_GCV,BE	0.6315 	1.3917 
NETC,GJ10000-99999,NAT,GJ_GCV,BG	3.5895 	3.2318 
NETC,GJ10000-99999,NAT,GJ_GCV,CZ	39.8653 	35.9201 
NETC,GJ10000-99999,NAT,GJ_GCV,DK	11.1507 	10.0350 
NETC,GJ10000-99999,NAT,GJ_GCV,EE	1.4591 	1.3250 
NETC,GJ10000-99999,NAT,GJ_GCV,EL	1.6136 	1.1547 
NETC,GJ10000-99999,NAT,GJ_GCV,FI	3.5425 	3.4469 
NETC,GJ10000-99999,NAT,GJ_GCV,FR	1.7600 	2.1143 
NETC,GJ10000-99999,NAT,GJ_GCV,GE	1.9266 	: 
NETC,GJ10000-99999,NAT,GJ_GCV,HR	12.5437 	12.3254 
NETC,GJ10000-99999,NAT,GJ_GCV,HU	318.4225 	341.5681 d
NETC,GJ10000-99999,NAT,GJ_GCV,IE	3.5066 	3.2296 
NETC,GJ10000-99999,NAT,GJ_GCV,LT	1.9141 	2.5366 
NETC,GJ10000-99999,NAT,GJ_GCV,LU	2.1785 	2.1668 
NETC,GJ10000-99999,NAT,GJ_GCV,LV	2.0505 	1.8886 
NETC,GJ10000-99999,NAT,GJ_GCV,MD	35.3582 	28.7200 
NETC,GJ10000-99999,NAT,GJ_GCV,MK	44.6026 	40.2317 
NETC,GJ10000-99999,NAT,GJ_GCV,NL	0.3669 	0.3567 
NETC,GJ10000-99999,NAT,GJ_GCV,PL	10.1254 	9.5448 
NETC,GJ10000-99999,NAT,GJ_GCV,PT	1.9213 	1.9712 
NETC,GJ10000-99999,NAT,GJ_GCV,RO	10.0764 	10.5394 e
NETC,GJ10000-99999,NAT,GJ_GCV,RS	194.1697 	185.2212 
NETC,GJ10000-99999,NAT,GJ_GCV,SE	31.6415 	30.8151 
NETC,GJ10000-99999,NAT,GJ_GCV,SI	2.1497 	2.0822 
NETC,GJ10000-99999,NAT,GJ_GCV,SK	2.4341 	2.3983 
NETC,GJ10000-99999,NAT,GJ_GCV,TR	2.7031 	1.8376 
NETC,GJ10000-99999,NAT,GJ_GCV,UK	1.2145 	1.3113 
NETC,GJ10000-99999,NAT,KWH,AT	0.0063 	0.0070 
NETC,GJ10000-99999,NAT,KWH,BA	0.0229 	0.0235 
NETC,GJ10000-99999,NAT,KWH,BE	0.0023 	0.0050 
NETC,GJ10000-99999,NAT,KWH,BG	0.0129 	0.0116 
NETC,GJ10000-99999,NAT,KWH,CZ	0.1435 	0.1293 
NETC,GJ10000-99999,NAT,KWH,DK	0.0401 	0.0361 
NETC,GJ10000-99999,NAT,KWH,EE	0.0053 	0.0048 
NETC,GJ10000-99999,NAT,KWH,EL	0.0058 	0.0042 
NETC,GJ10000-99999,NAT,KWH,FI	0.0128 	0.0124 
NETC,GJ10000-99999,NAT,KWH,FR	0.0063 	0.0076 
NETC,GJ10000-99999,NAT,KWH,GE	0.0069 	: 
NETC,GJ10000-99999,NAT,KWH,HR	0.0452 	0.0444 
NETC,GJ10000-99999,NAT,KWH,HU	1.1463 	1.2296 d
NETC,GJ10000-99999,NAT,KWH,IE	0.0126 	0.0116 
NETC,GJ10000-99999,NAT,KWH,LT	0.0069 	0.0091 
NETC,GJ10000-99999,NAT,KWH,LU	0.0078 	0.0078 
NETC,GJ10000-99999,NAT,KWH,LV	0.0074 	0.0068 
NETC,GJ10000-99999,NAT,KWH,MD	0.1273 	0.1034 
NETC,GJ10000-99999,NAT,KWH,MK	0.1606 	0.1448 
NETC,GJ10000-99999,NAT,KWH,NL	0.0013 	0.0013 
NETC,GJ10000-99999,NAT,KWH,PL	0.0365 	0.0344 
NETC,GJ10000-99999,NAT,KWH,PT	0.0069 	0.0071 
NETC,GJ10000-99999,NAT,KWH,RO	0.0363 	0.0379 e
NETC,GJ10000-99999,NAT,KWH,RS	0.6990 	0.6668 
NETC,GJ10000-99999,NAT,KWH,SE	0.1139 	0.1109 
NETC,GJ10000-99999,NAT,KWH,SI	0.0077 	0.0075 
NETC,GJ10000-99999,NAT,KWH,SK	0.0088 	0.0086 
NETC,GJ10000-99999,NAT,KWH,TR	0.0097 	0.0066 
NETC,GJ10000-99999,NAT,KWH,UK	0.0044 	0.0047 
NETC,GJ10000-99999,PPS,GJ_GCV,AT	1.5834 	1.7649 
NETC,GJ10000-99999,PPS,GJ_GCV,BA	6.6141 	6.7919 
NETC,GJ10000-99999,PPS,GJ_GCV,BE	0.5716 	1.2746 
NETC,GJ10000-99999,PPS,GJ_GCV,BG	3.8079 	3.4284 
NETC,GJ10000-99999,PPS,GJ_GCV,CZ	2.2123 	1.9934 
NETC,GJ10000-99999,PPS,GJ_GCV,DK	1.1205 	1.0040 
NETC,GJ10000-99999,PPS,GJ_GCV,EE	1.9266 	1.8089 
NETC,GJ10000-99999,PPS,GJ_GCV,EL	1.9613 	1.4035 
NETC,GJ10000-99999,PPS,GJ_GCV,FI	2.8504 	2.7735 
NETC,GJ10000-99999,PPS,GJ_GCV,FR	1.6066 	1.9300 
NETC,GJ10000-99999,PPS,GJ_GCV,HR	2.6176 	2.5695 
NETC,GJ10000-99999,PPS,GJ_GCV,HU	1.6676 	1.8598 d
NETC,GJ10000-99999,PPS,GJ_GCV,IE	3.1361 	2.8884 
NETC,GJ10000-99999,PPS,GJ_GCV,LT	3.0185 	4.1352 
NETC,GJ10000-99999,PPS,GJ_GCV,LU	1.7795 	1.7929 
NETC,GJ10000-99999,PPS,GJ_GCV,LV	2.9745 	2.7396 
NETC,GJ10000-99999,PPS,GJ_GCV,MK	1.6483 	1.5158 
NETC,GJ10000-99999,PPS,GJ_GCV,NL	0.3274 	0.3183 
NETC,GJ10000-99999,PPS,GJ_GCV,PL	4.0954 	3.8606 
NETC,GJ10000-99999,PPS,GJ_GCV,PT	2.3599 	2.4758 
NETC,GJ10000-99999,PPS,GJ_GCV,RO	4.3218 	4.5204 e
NETC,GJ10000-99999,PPS,GJ_GCV,RS	3.3521 	3.2769 
NETC,GJ10000-99999,PPS,GJ_GCV,SE	2.5293 	2.4986 
NETC,GJ10000-99999,PPS,GJ_GCV,SI	2.6036 	2.5219 
NETC,GJ10000-99999,PPS,GJ_GCV,SK	3.5830 	3.5979 
NETC,GJ10000-99999,PPS,GJ_GCV,TR	1.3552 	1.0408 
NETC,GJ10000-99999,PPS,GJ_GCV,UK	1.2285 	1.3754 
NETC,GJ10000-99999,PPS,KWH,AT	0.0057 	0.0064 
NETC,GJ10000-99999,PPS,KWH,BA	0.0238 	0.0245 
NETC,GJ10000-99999,PPS,KWH,BE	0.0021 	0.0046 
NETC,GJ10000-99999,PPS,KWH,BG	0.0137 	0.0123 
NETC,GJ10000-99999,PPS,KWH,CZ	0.0080 	0.0072 
NETC,GJ10000-99999,PPS,KWH,DK	0.0040 	0.0036 
NETC,GJ10000-99999,PPS,KWH,EE	0.0069 	0.0065 
NETC,GJ10000-99999,PPS,KWH,EL	0.0071 	0.0051 
NETC,GJ10000-99999,PPS,KWH,FI	0.0103 	0.0100 
NETC,GJ10000-99999,PPS,KWH,FR	0.0058 	0.0069 
NETC,GJ10000-99999,PPS,KWH,HR	0.0094 	0.0093 
NETC,GJ10000-99999,PPS,KWH,HU	0.0060 	0.0067 d
NETC,GJ10000-99999,PPS,KWH,IE	0.0113 	0.0104 
NETC,GJ10000-99999,PPS,KWH,LT	0.0109 	0.0149 
NETC,GJ10000-99999,PPS,KWH,LU	0.0064 	0.0065 
NETC,GJ10000-99999,PPS,KWH,LV	0.0107 	0.0099 
NETC,GJ10000-99999,PPS,KWH,MK	0.0059 	0.0055 
NETC,GJ10000-99999,PPS,KWH,NL	0.0012 	0.0011 
NETC,GJ10000-99999,PPS,KWH,PL	0.0147 	0.0139 
NETC,GJ10000-99999,PPS,KWH,PT	0.0085 	0.0089 
NETC,GJ10000-99999,PPS,KWH,RO	0.0156 	0.0163 e
NETC,GJ10000-99999,PPS,KWH,RS	0.0121 	0.0118 
NETC,GJ10000-99999,PPS,KWH,SE	0.0091 	0.0090 
NETC,GJ10000-99999,PPS,KWH,SI	0.0094 	0.0091 
NETC,GJ10000-99999,PPS,KWH,SK	0.0129 	0.0130 
NETC,GJ10000-99999,PPS,KWH,TR	0.0049 	0.0037 
NETC,GJ10000-99999,PPS,KWH,UK	0.0044 	0.0050 
NETC,GJ100000-999999,EUR,GJ_GCV,AT	0.7681 	0.8744 
NETC,GJ100000-999999,EUR,GJ_GCV,BA	3.2463 	3.3336 
NETC,GJ100000-999999,EUR,GJ_GCV,BE	0.1568 	1.2021 e
NETC,GJ100000-999999,EUR,GJ_GCV,BG	0.6402 	0.5108 
NETC,GJ100000-999999,EUR,GJ_GCV,CZ	0.9658 	0.9382 
NETC,GJ100000-999999,EUR,GJ_GCV,DK	0.9904 	0.9894 
NETC,GJ100000-999999,EUR,GJ_GCV,EA	0.9467 	0.9777 
NETC,GJ100000-999999,EUR,GJ_GCV,EE	1.3265 	1.1924 
NETC,GJ100000-999999,EUR,GJ_GCV,EL	0.8361 	0.8501 
NETC,GJ100000-999999,EUR,GJ_GCV,EU28	1.0234 	1.0527 
NETC,GJ100000-999999,EUR,GJ_GCV,FI	: c	: c
NETC,GJ100000-999999,EUR,GJ_GCV,FR	1.4624 	1.1332 
NETC,GJ100000-999999,EUR,GJ_GCV,GE	0.7388 	: 
NETC,GJ100000-999999,EUR,GJ_GCV,HR	0.9350 	0.9901 
NETC,GJ100000-999999,EUR,GJ_GCV,HU	0.8367 	0.8991 d
NETC,GJ100000-999999,EUR,GJ_GCV,IE	2.1582 	2.0786 
NETC,GJ100000-999999,EUR,GJ_GCV,LT	1.4510 	2.0224 
NETC,GJ100000-999999,EUR,GJ_GCV,LU	0.5213 	0.5596 
