nrg_prc,nrg_cons,currency,unit,geo\time	2018 	2017 
NETC,GJ1000-9999,EUR,GJ_GCV,AT	2.8492 	3.1561 
NETC,GJ1000-9999,EUR,GJ_GCV,BA	3.2463 	3.3336 
NETC,GJ1000-9999,EUR,GJ_GCV,BE	2.1592 	2.3286 e
NETC,GJ1000-9999,EUR,GJ_GCV,BG	2.9400 	2.6580 
NETC,GJ1000-9999,EUR,GJ_GCV,CZ	2.0446 	1.8210 
NETC,GJ1000-9999,EUR,GJ_GCV,DK	3.1904 	3.1004 
NETC,GJ1000-9999,EUR,GJ_GCV,EA	2.3271 	2.3861 
NETC,GJ1000-9999,EUR,GJ_GCV,EE	1.5918 	1.4574 
NETC,GJ1000-9999,EUR,GJ_GCV,EL	3.6199 	1.4512 
NETC,GJ1000-9999,EUR,GJ_GCV,EU28	2.2031 	2.2469 
NETC,GJ1000-9999,EUR,GJ_GCV,FI	4.6819 	4.5387 
NETC,GJ1000-9999,EUR,GJ_GCV,FR	2.5092 	2.7640 
NETC,GJ1000-9999,EUR,GJ_GCV,GE	1.1513 	: 
NETC,GJ1000-9999,EUR,GJ_GCV,HR	1.8197 	1.8381 
NETC,GJ1000-9999,EUR,GJ_GCV,HU	1.4782 	1.5637 d
NETC,GJ1000-9999,EUR,GJ_GCV,IE	4.1990 	3.9970 
NETC,GJ1000-9999,EUR,GJ_GCV,LT	2.0601 	2.8478 
NETC,GJ1000-9999,EUR,GJ_GCV,LU	2.8446 	2.7312 
NETC,GJ1000-9999,EUR,GJ_GCV,LV	2.8983 	2.6606 
NETC,GJ1000-9999,EUR,GJ_GCV,MD	1.8160 	1.3847 
NETC,GJ1000-9999,EUR,GJ_GCV,MK	0.7635 	0.6206 
NETC,GJ1000-9999,EUR,GJ_GCV,NL	1.0557 	0.9799 
NETC,GJ1000-9999,EUR,GJ_GCV,PL	2.9897 	3.1174 
NETC,GJ1000-9999,EUR,GJ_GCV,PT	4.8591 	4.1539 
NETC,GJ1000-9999,EUR,GJ_GCV,RO	2.2311 	2.2846 e
NETC,GJ1000-9999,EUR,GJ_GCV,RS	1.5789 	1.4672 
NETC,GJ1000-9999,EUR,GJ_GCV,SE	5.2013 	5.0991 
NETC,GJ1000-9999,EUR,GJ_GCV,SI	3.9114 	3.5014 
NETC,GJ1000-9999,EUR,GJ_GCV,SK	3.2739 	3.2723 
NETC,GJ1000-9999,EUR,GJ_GCV,TR	0.3911 	0.4963 
NETC,GJ1000-9999,EUR,GJ_GCV,UK	1.5030 	1.5666 
NETC,GJ1000-9999,EUR,KWH,AT	0.0103 	0.0114 
NETC,GJ1000-9999,EUR,KWH,BA	0.0117 	0.0120 
NETC,GJ1000-9999,EUR,KWH,BE	0.0078 	0.0084 e
NETC,GJ1000-9999,EUR,KWH,BG	0.0106 	0.0096 
NETC,GJ1000-9999,EUR,KWH,CZ	0.0074 	0.0066 
NETC,GJ1000-9999,EUR,KWH,DK	0.0115 	0.0112 
NETC,GJ1000-9999,EUR,KWH,EA	0.0084 	0.0086 
NETC,GJ1000-9999,EUR,KWH,EE	0.0057 	0.0052 
NETC,GJ1000-9999,EUR,KWH,EL	0.0130 	0.0052 
NETC,GJ1000-9999,EUR,KWH,EU28	0.0079 	0.0081 
NETC,GJ1000-9999,EUR,KWH,FI	0.0169 	0.0163 
NETC,GJ1000-9999,EUR,KWH,FR	0.0090 	0.0100 
NETC,GJ1000-9999,EUR,KWH,GE	0.0041 	: 
NETC,GJ1000-9999,EUR,KWH,HR	0.0066 	0.0066 
NETC,GJ1000-9999,EUR,KWH,HU	0.0053 	0.0056 d
NETC,GJ1000-9999,EUR,KWH,IE	0.0151 	0.0144 
NETC,GJ1000-9999,EUR,KWH,LT	0.0074 	0.0103 
NETC,GJ1000-9999,EUR,KWH,LU	0.0102 	0.0098 
NETC,GJ1000-9999,EUR,KWH,LV	0.0104 	0.0096 
NETC,GJ1000-9999,EUR,KWH,MD	0.0065 	0.0050 
NETC,GJ1000-9999,EUR,KWH,MK	0.0027 	0.0022 
NETC,GJ1000-9999,EUR,KWH,NL	0.0038 	0.0035 
NETC,GJ1000-9999,EUR,KWH,PL	0.0108 	0.0112 
NETC,GJ1000-9999,EUR,KWH,PT	0.0175 	0.0150 
NETC,GJ1000-9999,EUR,KWH,RO	0.0080 	0.0082 e
NETC,GJ1000-9999,EUR,KWH,RS	0.0057 	0.0053 
NETC,GJ1000-9999,EUR,KWH,SE	0.0187 	0.0184 
NETC,GJ1000-9999,EUR,KWH,SI	0.0141 	0.0126 
NETC,GJ1000-9999,EUR,KWH,SK	0.0118 	0.0118 
NETC,GJ1000-9999,EUR,KWH,TR	0.0014 	0.0018 
NETC,GJ1000-9999,EUR,KWH,UK	0.0054 	0.0056 
NETC,GJ1000-9999,NAT,GJ_GCV,AT	2.8492 	3.1561 
NETC,GJ1000-9999,NAT,GJ_GCV,BA	6.3492 	6.5199 
NETC,GJ1000-9999,NAT,GJ_GCV,BE	2.1592 	2.3286 e
NETC,GJ1000-9999,NAT,GJ_GCV,BG	5.7500 	5.1985 
NETC,GJ1000-9999,NAT,GJ_GCV,CZ	52.7328 	47.1056 
NETC,GJ1000-9999,NAT,GJ_GCV,DK	23.7958 	23.0685 
NETC,GJ1000-9999,NAT,GJ_GCV,EE	1.5918 	1.4574 
NETC,GJ1000-9999,NAT,GJ_GCV,EL	3.6199 	1.4512 
NETC,GJ1000-9999,NAT,GJ_GCV,FI	4.6819 	4.5387 
NETC,GJ1000-9999,NAT,GJ_GCV,FR	2.5092 	2.7640 
NETC,GJ1000-9999,NAT,GJ_GCV,GE	3.4500 	: 
NETC,GJ1000-9999,NAT,GJ_GCV,HR	13.4998 	13.7481 
NETC,GJ1000-9999,NAT,GJ_GCV,HU	478.2773 	483.2047 d
NETC,GJ1000-9999,NAT,GJ_GCV,IE	4.1990 	3.9970 
NETC,GJ1000-9999,NAT,GJ_GCV,LT	2.0601 	2.8478 
NETC,GJ1000-9999,NAT,GJ_GCV,LU	2.8446 	2.7312 
NETC,GJ1000-9999,NAT,GJ_GCV,LV	2.8983 	2.6606 
NETC,GJ1000-9999,NAT,GJ_GCV,MD	35.3582 	28.7200 
NETC,GJ1000-9999,NAT,GJ_GCV,MK	46.9515 	38.1974 
NETC,GJ1000-9999,NAT,GJ_GCV,NL	1.0557 	0.9799 
NETC,GJ1000-9999,NAT,GJ_GCV,PL	12.8596 	13.2330 
NETC,GJ1000-9999,NAT,GJ_GCV,PT	4.8591 	4.1539 
NETC,GJ1000-9999,NAT,GJ_GCV,RO	10.3833 	10.5106 e
NETC,GJ1000-9999,NAT,GJ_GCV,RS	186.6969 	175.2276 
NETC,GJ1000-9999,NAT,GJ_GCV,SE	53.9009 	49.3337 
NETC,GJ1000-9999,NAT,GJ_GCV,SI	3.9114 	3.5014 
NETC,GJ1000-9999,NAT,GJ_GCV,SK	3.2739 	3.2723 
NETC,GJ1000-9999,NAT,GJ_GCV,TR	2.5189 	2.1359 
NETC,GJ1000-9999,NAT,GJ_GCV,UK	1.3369 	1.3983 
NETC,GJ1000-9999,NAT,KWH,AT	0.0103 	0.0114 
NETC,GJ1000-9999,NAT,KWH,BA	0.0229 	0.0235 
NETC,GJ1000-9999,NAT,KWH,BE	0.0078 	0.0084 e
NETC,GJ1000-9999,NAT,KWH,BG	0.0207 	0.0187 
NETC,GJ1000-9999,NAT,KWH,CZ	0.1898 	0.1696 
NETC,GJ1000-9999,NAT,KWH,DK	0.0857 	0.0830 
NETC,GJ1000-9999,NAT,KWH,EE	0.0057 	0.0052 
NETC,GJ1000-9999,NAT,KWH,EL	0.0130 	0.0052 
NETC,GJ1000-9999,NAT,KWH,FI	0.0169 	0.0163 
NETC,GJ1000-9999,NAT,KWH,FR	0.0090 	0.0100 
NETC,GJ1000-9999,NAT,KWH,GE	0.0124 	: 
NETC,GJ1000-9999,NAT,KWH,HR	0.0486 	0.0495 
NETC,GJ1000-9999,NAT,KWH,HU	1.7218 	1.7395 d
NETC,GJ1000-9999,NAT,KWH,IE	0.0151 	0.0144 
NETC,GJ1000-9999,NAT,KWH,LT	0.0074 	0.0103 
NETC,GJ1000-9999,NAT,KWH,LU	0.0102 	0.0098 
NETC,GJ1000-9999,NAT,KWH,LV	0.0104 	0.0096 
NETC,GJ1000-9999,NAT,KWH,MD	0.1273 	0.1034 
NETC,GJ1000-9999,NAT,KWH,MK	0.1690 	0.1375 
NETC,GJ1000-9999,NAT,KWH,NL	0.0038 	0.0035 
NETC,GJ1000-9999,NAT,KWH,PL	0.0463 	0.0476 
NETC,GJ1000-9999,NAT,KWH,PT	0.0175 	0.0150 
NETC,GJ1000-9999,NAT,KWH,RO	0.0374 	0.0378 e
NETC,GJ1000-9999,NAT,KWH,RS	0.6721 	0.6308 
NETC,GJ1000-9999,NAT,KWH,SE	0.1940 	0.1776 
NETC,GJ1000-9999,NAT,KWH,SI	0.0141 	0.0126 
NETC,GJ1000-9999,NAT,KWH,SK	0.0118 	0.0118 
NETC,GJ1000-9999,NAT,KWH,TR	0.0091 	0.0077 
NETC,GJ1000-9999,NAT,KWH,UK	0.0048 	0.0050 
NETC,GJ1000-9999,PPS,GJ_GCV,AT	2.5876 	2.8663 
NETC,GJ1000-9999,PPS,GJ_GCV,BA	6.6141 	6.7919 
NETC,GJ1000-9999,PPS,GJ_GCV,BE	1.9543 	2.1326 e
NETC,GJ1000-9999,PPS,GJ_GCV,BG	6.0998 	5.5148 
NETC,GJ1000-9999,PPS,GJ_GCV,CZ	2.9264 	2.6141 
NETC,GJ1000-9999,PPS,GJ_GCV,DK	2.3912 	2.3079 
NETC,GJ1000-9999,PPS,GJ_GCV,EE	2.1018 	1.9896 
NETC,GJ1000-9999,PPS,GJ_GCV,EL	4.3999 	1.7639 
NETC,GJ1000-9999,PPS,GJ_GCV,FI	3.7672 	3.6520 
NETC,GJ1000-9999,PPS,GJ_GCV,FR	2.2905 	2.5231 
NETC,GJ1000-9999,PPS,GJ_GCV,HR	2.8172 	2.8661 
NETC,GJ1000-9999,PPS,GJ_GCV,HU	2.5048 	2.6309 d
NETC,GJ1000-9999,PPS,GJ_GCV,IE	3.7554 	3.5747 
NETC,GJ1000-9999,PPS,GJ_GCV,LT	3.2487 	4.6425 
NETC,GJ1000-9999,PPS,GJ_GCV,LU	2.3236 	2.2599 
NETC,GJ1000-9999,PPS,GJ_GCV,LV	4.2043 	3.8595 
NETC,GJ1000-9999,PPS,GJ_GCV,MK	1.7351 	1.4392 
NETC,GJ1000-9999,PPS,GJ_GCV,NL	0.9421 	0.8745 
NETC,GJ1000-9999,PPS,GJ_GCV,PL	5.2013 	5.3523 
NETC,GJ1000-9999,PPS,GJ_GCV,PT	5.9682 	5.2173 
NETC,GJ1000-9999,PPS,GJ_GCV,RO	4.4535 	4.5081 e
NETC,GJ1000-9999,PPS,GJ_GCV,RS	3.2231 	3.1001 
NETC,GJ1000-9999,PPS,GJ_GCV,SE	4.3086 	4.0001 
NETC,GJ1000-9999,PPS,GJ_GCV,SI	4.7373 	4.2408 
NETC,GJ1000-9999,PPS,GJ_GCV,SK	4.8192 	4.9091 
NETC,GJ1000-9999,PPS,GJ_GCV,TR	1.2629 	1.2098 
NETC,GJ1000-9999,PPS,GJ_GCV,UK	1.3523 	1.4667 
NETC,GJ1000-9999,PPS,KWH,AT	0.0093 	0.0103 
NETC,GJ1000-9999,PPS,KWH,BA	0.0238 	0.0245 
NETC,GJ1000-9999,PPS,KWH,BE	0.0070 	0.0077 e
NETC,GJ1000-9999,PPS,KWH,BG	0.0220 	0.0199 
NETC,GJ1000-9999,PPS,KWH,CZ	0.0105 	0.0094 
NETC,GJ1000-9999,PPS,KWH,DK	0.0086 	0.0083 
NETC,GJ1000-9999,PPS,KWH,EE	0.0076 	0.0072 
NETC,GJ1000-9999,PPS,KWH,EL	0.0158 	0.0064 
NETC,GJ1000-9999,PPS,KWH,FI	0.0136 	0.0131 
NETC,GJ1000-9999,PPS,KWH,FR	0.0082 	0.0091 
NETC,GJ1000-9999,PPS,KWH,HR	0.0101 	0.0103 
NETC,GJ1000-9999,PPS,KWH,HU	0.0090 	0.0095 d
NETC,GJ1000-9999,PPS,KWH,IE	0.0135 	0.0129 
NETC,GJ1000-9999,PPS,KWH,LT	0.0117 	0.0167 
NETC,GJ1000-9999,PPS,KWH,LU	0.0084 	0.0081 
NETC,GJ1000-9999,PPS,KWH,LV	0.0151 	0.0139 
NETC,GJ1000-9999,PPS,KWH,MK	0.0062 	0.0052 
NETC,GJ1000-9999,PPS,KWH,NL	0.0034 	0.0031 
NETC,GJ1000-9999,PPS,KWH,PL	0.0187 	0.0193 
NETC,GJ1000-9999,PPS,KWH,PT	0.0215 	0.0188 
NETC,GJ1000-9999,PPS,KWH,RO	0.0160 	0.0162 e
NETC,GJ1000-9999,PPS,KWH,RS	0.0116 	0.0112 
NETC,GJ1000-9999,PPS,KWH,SE	0.0155 	0.0144 
NETC,GJ1000-9999,PPS,KWH,SI	0.0171 	0.0153 
NETC,GJ1000-9999,PPS,KWH,SK	0.0173 	0.0177 
NETC,GJ1000-9999,PPS,KWH,TR	0.0045 	0.0044 
NETC,GJ1000-9999,PPS,KWH,UK	0.0049 	0.0053 
NETC,GJ10000-99999,EUR,GJ_GCV,AT	1.7435 	1.9433 
NETC,GJ10000-99999,EUR,GJ_GCV,BA	3.2463 	3.3336 
NETC,GJ10000-99999,EUR,GJ_GCV,BE	0.6315 	1.3917 
NETC,GJ10000-99999,EUR,GJ_GCV,BG	1.8353 	1.6524 
NETC,GJ10000-99999,EUR,GJ_GCV,CZ	1.5457 	1.3886 
NETC,GJ10000-99999,EUR,GJ_GCV,DK	1.4950 	1.3487 
NETC,GJ10000-99999,EUR,GJ_GCV,EA	1.3559 	1.6007 
NETC,GJ10000-99999,EUR,GJ_GCV,EE	1.4591 	1.3250 
NETC,GJ10000-99999,EUR,GJ_GCV,EL	1.6136 	1.1547 
NETC,GJ10000-99999,EUR,GJ_GCV,EU28	1.4801 	1.6302 
NETC,GJ10000-99999,EUR,GJ_GCV,FI	3.5425 	3.4469 
NETC,GJ10000-99999,EUR,GJ_GCV,FR	1.7600 	2.1143 
NETC,GJ10000-99999,EUR,GJ_GCV,GE	0.6429 	: 
NETC,GJ10000-99999,EUR,GJ_GCV,HR	1.6909 	1.6479 
NETC,GJ10000-99999,EUR,GJ_GCV,HU	0.9841 	1.1054 d
NETC,GJ10000-99999,EUR,GJ_GCV,IE	3.5066 	3.2296 
NETC,GJ10000-99999,EUR,GJ_GCV,LT	1.9141 	2.5366 
NETC,GJ10000-99999,EUR,GJ_GCV,LU	2.1785 	2.1668 
NETC,GJ10000-99999,EUR,GJ_GCV,LV	2.0505 	1.8886 
NETC,GJ10000-99999,EUR,GJ_GCV,MD	1.8160 	1.3847 
NETC,GJ10000-99999,EUR,GJ_GCV,MK	0.7253 	0.6537 
NETC,GJ10000-99999,EUR,GJ_GCV,NL	0.3669 	0.3567 
