product,consom,unit,tax,currency,geo\time	2019S1 	2018S2 	2018S1 	2017S2 	2017S1 	2016S2 	2016S1 	2015S2 	2015S1 	2014S2 	2014S1 	2013S2 	2013S1 	2012S2 	2012S1 	2011S2 	2011S1 	2010S2 	2010S1 	2009S2 	2009S1 	2008S2 	2008S1 	2007S2 	2007S1 
4100,4141901,GJ_GCV,I_TAX,EUR,NL	35.8744 	40.1085 	32.8427 	37.7104 	31.6100 	36.3000 	30.1900 	37.2900 	29.5000 	35.4800 	31.5900 	38.0800 	29.4100 	35.1200 	28.4500 	33.2700 	27.1700 	30.1600 	26.8000 	29.3100 	30.0700 	31.1800 	28.6100 	29.9700 	30.7200 
4100,4141901,GJ_GCV,I_TAX,EUR,PL	14.7568 	14.6351 	15.0133 	14.4459 	14.8816 	14.6374 	15.7871 	16.6389 	18.0125 	17.9611 	17.3612 	16.3572 	18.5109 	19.5881 	16.5466 	16.3996 	17.2789 	16.6138 	15.8071 	15.3554 	14.4094 	17.9986 	15.3804 	14.3252 	: 
4100,4141901,GJ_GCV,I_TAX,EUR,PT	25.8361 	27.0895 	25.7579 	27.3609 	26.3000 	28.0300 	30.5900 	32.7800 	32.9000 	34.8800 	31.6800 	32.2900 	29.3400 	30.0100 	26.5400 	25.9500 	21.8500 	22.9120 	20.5020 	21.5661 	21.9100 	22.4760 	22.5200 	23.1446 	: 
4100,4141901,GJ_GCV,I_TAX,EUR,RO	9.6737 e	9.8320 e	8.9730 e	8.7345 e	8.5602 e	9.0776 	9.3249 	9.5855 	8.7390 	8.9216 	8.6314 	8.5631 	7.9546 	7.6450 	7.5536 	7.7159 	7.9435 	7.7709 	7.6795 	7.5005 	8.1871 	9.4192 	9.2451 	9.6178 	: 
4100,4141901,GJ_GCV,I_TAX,EUR,RS	11.1017 	11.8354 	11.1874 	11.9550 	10.7440 	11.4096 	12.3969 	13.8884 	14.9730 	15.2959 	14.1552 	15.4904 	13.6852 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
4100,4141901,GJ_GCV,I_TAX,EUR,SE	60.0947 	54.0710 	47.6314 	49.6886 	46.3619 	51.1760 	45.8557 	52.0578 	47.3000 	48.3195 	46.4224 	46.6058 	49.6387 	57.4907 	51.8783 	50.3803 	48.5495 	46.1335 	41.6750 	39.2404 	34.0905 	39.9497 	30.0491 	30.0628 	35.9598 
4100,4141901,GJ_GCV,I_TAX,EUR,SI	17.2252 	16.7867 	16.8007 	15.7530 	16.7500 	18.5400 	19.2200 	19.2900 	20.7100 	18.4200 	22.6400 	18.8500 	23.0200 	26.4900 	26.8700 	24.7800 	22.2600 	20.5680 	19.7459 	21.2700 	22.3900 	24.8800 	18.9100 	17.3600 	: 
4100,4141901,GJ_GCV,I_TAX,EUR,SK	33.6290 	29.3950 	27.1520 	27.8202 	26.8900 	27.5500 	28.0900 	28.8800 	28.9500 	28.8200 	28.2500 	29.0100 	28.1200 	27.6700 	27.9800 	28.1700 	27.5300 	26.8090 	26.9820 	27.5970 	27.7840 	27.2332 	25.8292 	22.5685 	: 
4100,4141901,GJ_GCV,I_TAX,EUR,TR	5.6163 	5.9190 	6.0638 	6.8857 	7.4229 	8.4999 	9.4816 	9.7741 	10.5785 	10.4873 	9.3421 	10.2445 	11.2530 	11.5334 	9.4706 	8.3986 	8.3948 	9.2586 	9.1179 	8.4021 	11.1511 	13.2443 	9.1479 	9.0861 	: 
4100,4141901,GJ_GCV,I_TAX,EUR,UA	7.5804 	6.9038 	5.7928 	6.0408 	6.4294 	6.6002 	5.0423 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
4100,4141901,GJ_GCV,I_TAX,EUR,UK	19.3975 	22.0229 	16.9587 	20.0978 	17.6504 	22.9345 	21.1540 	27.1506 	23.1766 	26.9381 	22.1603 	21.4125 	16.7130 	18.8376 	16.4796 	16.5084 	13.4861 	13.2054 	12.7265 	13.1848 	13.2691 	14.0921 	12.3148 	10.7405 	: 
4100,4141901,GJ_GCV,I_TAX,NAT,AT	26.7767 	28.8867 	27.1400 	30.1151 	23.2400 	23.2400 	23.7200 	23.9200 	24.4200 	24.6400 	25.0500 	25.1000 	25.4900 	25.5300 	25.5200 	24.2900 	23.1300 	20.4500 	20.9900 	21.0500 	21.8200 	20.9000 	20.2600 	20.9300 	: 
4100,4141901,GJ_GCV,I_TAX,NAT,BA	18.2105 	17.6989 	17.6929 	17.7570 	16.6900 	18.2500 	21.2400 	27.9000 	27.9000 	27.9000 	27.9000 	27.9000 	30.2000 	30.2000 	30.2000 	29.2000 	24.6000 	: 	: 	: 	: 	: 	: 	: 	: 
4100,4141901,GJ_GCV,I_TAX,NAT,BE	21.5996 	25.0309 	21.1042 	22.0986 	20.2584 	21.9000 	20.8700 	25.2100 	22.0500 	25.8000 	23.9600 	24.8600 	25.6600 	28.5600 	26.0000 	26.7100 	24.2600 	23.7200 	22.1700 	21.9200 	24.4400 	28.1300 	23.8800 	21.4800 	: 
4100,4141901,GJ_GCV,I_TAX,NAT,BG	24.9597 	24.8409 	21.3361 	22.1366 	18.8900 	18.2800 	21.1600 	23.4600 	26.7400 	28.0700 	26.2200 	29.9600 	27.0100 	30.1200 	26.9300 	25.0500 	23.2000 	22.9426 	19.7400 	18.3600 	25.8900 	22.6700 	17.5900 	16.6500 	: 
4100,4141901,GJ_GCV,I_TAX,NAT,CZ	794.6100 	754.2500 	754.2800 	710.7900 	712.6100 	677.3600 	693.4100 	684.0300 	684.0300 	660.9000 	651.7800 	659.0300 	692.1500 	659.8000 	659.6600 	651.7500 	589.6600 	548.4800 	529.6000 	505.4000 	542.3200 	519.5500 	459.9000 	413.8000 	: 
4100,4141901,GJ_GCV,I_TAX,NAT,DE	29.9097 	28.4216 	28.3148 	28.1870 	28.8400 	28.2500 	30.3200 	29.4500 	30.2200 	29.5400 	30.8500 	30.9000 	29.6500 	29.2200 	28.8800 	29.1400 	28.5100 	28.2500 	25.3800 	26.2500 	27.8800 	30.1900 	26.2200 	25.9800 	: 
4100,4141901,GJ_GCV,I_TAX,NAT,DK	233.0133 	220.0683 	211.4814 	213.6206 	215.0967 	213.1210 	208.2748 	218.4857 	226.3850 	181.5800 	188.2200 	202.4300 	205.7100 	197.7000 	202.3700 	212.8300 	213.5800 	199.8300 	197.2000 	175.9600 	166.1100 	202.8300 	198.5600 	183.1800 	168.7500 
4100,4141901,GJ_GCV,I_TAX,NAT,EA	: 	: 	: 	: 	27.9000 	32.4300 	28.6400 	33.7500 	28.9300 	34.3100 	30.1700 	33.5800 	28.7700 	32.5900 	27.2900 	30.2700 	25.7900 	28.0100 	23.5300 	25.0700 	25.6500 	28.1900 	23.8600 	24.0800 	: 
4100,4141901,GJ_GCV,I_TAX,NAT,EE	14.4918 	13.7137 	13.0527 	14.0090 	14.0265 	10.0400 	10.1400 	11.5100 	15.1500 	15.2300 	16.3300 	16.4300 	18.6200 	17.6000 	16.5700 	16.5100 	14.6400 	223.2262 	170.7800 	163.0100 	176.7870 	177.4420 	170.4560 	167.7480 	: 
4100,4141901,GJ_GCV,I_TAX,NAT,EL	17.6931 	21.7080 	17.1900 e	: c	18.5500 p	28.3400 	18.7800 	32.2300 	22.1700 	32.1500 	23.4400 	37.6200 	24.6700 	40.6900 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
4100,4141901,GJ_GCV,I_TAX,NAT,ES	26.2208 	31.9239 	24.3451 	32.1916 	23.3500 	30.3500 	23.9100 	32.8500 	25.6300 	33.9200 	26.5100 	30.5500 	25.0000 	29.3100 	22.5400 	19.0800 	19.0200 	19.0669 	18.9204 	19.0450 	20.4600 	21.6700 	19.6510 	19.3170 	: 
4100,4141901,GJ_GCV,I_TAX,NAT,EU27	: 	: 	: 	: 	24.1000 	28.2700 	25.4000 	30.2200 	26.1500 	30.5200 	26.6700 	28.8800 	24.6800 	27.6600 	23.5000 	25.7100 	22.0400 	23.1700 	20.0600 	21.1200 	21.4800 	23.3600 	19.9500 	19.4500 	: 
4100,4141901,GJ_GCV,I_TAX,NAT,EU28	: 	: 	: 	: 	24.0400 	28.1900 	25.3400 	30.1400 	26.0900 	30.4300 	26.6000 	28.8000 	24.6200 	27.5800 	23.4300 	25.6200 	21.9600 	23.1000 	20.0000 	21.0500 	21.4100 	23.2700 	19.8800 	19.3900 	: 
4100,4141901,GJ_GCV,I_TAX,NAT,FR	40.7115 	45.2650 	37.8392 	41.2742 	36.1464 	40.7800 	35.6100 	41.3000 	35.3700 	42.0100 	36.5700 	40.0600 	33.6500 	37.2900 	31.0600 	36.2100 	30.7300 	32.0600 	27.2600 	31.9000 	27.5500 	31.2310 	25.1600 	26.1100 	: 
4100,4141901,GJ_GCV,I_TAX,NAT,GE	13.4671 	13.0445 	12.9610 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
4100,4141901,GJ_GCV,I_TAX,NAT,HR	95.2188 	94.6563 	93.8438 	95.8250 	91.0600 	95.5900 	108.0000 	116.0300 	117.1500 	114.0900 	101.9300 	99.6400 	98.7700 	95.3400 	80.2800 	77.2100 	77.0900 	77.0900 	77.2600 	66.4400 	65.4000 	55.3000 	55.2000 	55.6500 	60.3200 
4100,4141901,GJ_GCV,I_TAX,NAT,HU	3076.9308 	3118.6640 	3126.2885 	3129.1877 	3134.8600 	3109.8400 	3071.1000 	3229.9200 	3253.4900 	3252.6400 	3413.8300 	3871.9900 	3845.0100 	4435.3800 	4155.8900 	5023.1900 	4480.6100 	4681.7600 	4311.4800 	3875.2000 	3900.6336 	3423.8300 	2900.2700 	2664.6000 	: 
4100,4141901,GJ_GCV,I_TAX,NAT,IE	20.3037 	26.1410 	19.2820 	22.3624 	19.8000 	23.0400 	20.2700 	24.6000 	20.7900 	25.0100 	21.1200 	24.7600 	19.7800 	21.4500 	18.8400 	19.9600 	15.5200 	16.6600 	15.2400 	17.5600 	19.2000 	19.7000 	19.0200 	30.1300 	: 
4100,4141901,GJ_GCV,I_TAX,NAT,IT	25.9184 	38.1831 	24.7277 	35.5727 	23.8000 	35.0100 p	25.3800 	36.3900 	26.2200 	38.0500 	27.6400 	34.0000 	25.9700 	34.7400 	23.9000 	30.3500 	21.2300 	27.8200 	18.4410 	18.0990 	20.7780 	23.7200 	18.5450 	18.9920 	18.4900 
4100,4141901,GJ_GCV,I_TAX,NAT,LI	: 	: 	: 	: 	58.9700 	56.0300 	54.0000 	51.4000 	49.0300 	48.6600 	44.9000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
4100,4141901,GJ_GCV,I_TAX,NAT,LT	20.4825 	18.5433 	17.5329 	19.8170 	18.6100 	18.8800 	20.7400 	20.7300 	21.4200 	72.4100 	80.4800 	80.9500 	85.1000 	83.2100 	72.4300 	71.7000 	63.7200 	66.1337 	60.3356 	59.3804 	66.3817 	52.3362 	48.8836 	34.5257 	: 
4100,4141901,GJ_GCV,I_TAX,NAT,LU	13.1019 	12.4066 	11.9239 	11.7500 	12.3800 	13.6800 	14.6000 	16.6300 	16.4700 	17.6700 	19.2300 	18.1200 	22.5300 	19.7300 	16.2900 	20.1000 	18.7800 	15.3700 	14.0400 	20.3800 	20.8200 	18.3600 	13.8800 	14.7600 	: 
4100,4141901,GJ_GCV,I_TAX,NAT,LV	27.3364 	19.5963 	17.5807 	17.9729 	17.4700 	18.1300 	19.4000 	20.7500 	21.0900 	20.6700 	21.0000 	14.8800 	15.0400 	16.1700 	15.2700 	14.3600 	12.4300 	13.0700 	10.9000 	12.8200 	15.7200 	13.6700 	6.4400 	6.4600 	: 
4100,4141901,GJ_GCV,I_TAX,NAT,MD	157.2371 	150.1028 	137.2714 	171.8344 	171.8300 	172.1500 	175.6600 	185.7400 	175.8700 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
4100,4141901,GJ_GCV,I_TAX,NAT,MK	1012.1410 	940.5362 	695.6040 	881.5104 	824.4600 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
4100,4141901,GJ_GCV,I_TAX,NAT,NL	35.8744 	40.1085 	32.8427 	37.7104 	31.6100 	36.3000 	30.1900 	37.2900 	29.5000 	35.4800 	31.5900 	38.0800 	29.4100 	35.1200 	28.4500 	33.2700 	27.1700 	30.1600 	26.8000 	29.3100 	30.0700 	31.1800 	28.6100 	29.9700 	30.7200 
4100,4141901,GJ_GCV,I_TAX,NAT,PL	63.3353 	62.9494 	63.3674 	61.3223 	63.5100 	63.7900 	68.9700 	70.3100 	74.5800 	75.3100 	72.4900 	68.9700 	77.3200 	80.7900 	70.2600 	70.3000 	68.3000 	66.2500 	63.2600 	64.2800 	64.4900 	63.6600 	53.7000 	53.3500 	: 
4100,4141901,GJ_GCV,I_TAX,NAT,PT	25.8361 	27.0895 	25.7579 	27.3609 	26.3000 	28.0300 	30.5900 	32.7800 	32.9000 	34.8800 	31.6800 	32.2900 	29.3400 	30.0100 	26.5400 	25.9500 	21.8500 	22.9120 	20.5020 	21.5661 	21.9100 	22.4760 	22.5200 	23.1446 	: 
4100,4141901,GJ_GCV,I_TAX,NAT,RO	45.8715 e	45.7563 e	41.7628 e	40.1835 e	38.8414 e	40.7200 	41.9200 	42.5900 	38.8700 	39.4700 	38.5300 	38.0700 	34.9300 	34.6100 	33.1700 	33.1600 	33.2000 	33.1976 	31.8656 	31.8556 	34.6500 	34.8194 	33.9333 	32.1281 	: 
4100,4141901,GJ_GCV,I_TAX,NAT,RS	1311.0678 	1399.4982 	1323.4521 	1427.7983 	1325.4500 	1406.5500 	1523.9600 	1673.7900 	1811.6900 	1817.6900 	1637.2300 	1769.9000 	1531.6900 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
4100,4141901,GJ_GCV,I_TAX,NAT,SE	632.1302 	560.3352 	483.4946 	480.7320 	445.0300 	493.0300 	426.5700 	487.5600 	441.7700 	446.4000 	415.6800 	408.6700 	423.4600 	490.3500 	460.8400 	459.3700 	434.0200 	428.9100 	407.9500 	407.6100 	370.2500 	393.6500 	281.7300 	278.8900 	331.6700 
4100,4141901,GJ_GCV,I_TAX,NAT,SI	17.2252 	16.7867 	16.8007 	15.7530 	16.7500 	18.5400 	19.2200 	19.2900 	20.7100 	18.4200 	22.6400 	18.8500 	23.0200 	26.4900 	26.8700 	24.7800 	22.2600 	20.5680 	19.7459 	21.2700 	22.3900 	24.8800 	18.9100 	17.3600 	: 
4100,4141901,GJ_GCV,I_TAX,NAT,SK	33.6290 	29.3950 	27.1520 	27.8202 	26.8900 	27.5500 	28.0900 	28.8800 	28.9500 	28.8200 	28.2500 	29.0100 	28.1200 	27.6700 	27.9800 	28.1700 	27.5300 	26.8090 	26.9820 	27.5970 	27.7840 	826.0100 	832.6300 	756.0800 	: 
4100,4141901,GJ_GCV,I_TAX,NAT,TR	35.7092 	38.1195 	30.0555 	29.6325 	29.2400 	29.1300 	30.9000 	31.0900 	30.2900 	29.8600 	27.7200 	27.4700 	26.7900 	26.4300 	22.1200 	20.7000 	18.5400 	18.2658 	18.4300 	18.2632 	24.0000 	25.4926 	17.2681 	15.8762 	: 
4100,4141901,GJ_GCV,I_TAX,NAT,UA	230.6553 	219.8542 	187.8600 	187.8200 	186.2800 	185.7300 	143.7000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
4100,4141901,GJ_GCV,I_TAX,NAT,UK	16.9464 	19.5896 	14.9197 	17.9383 	15.1900 	19.7100 	16.4700 	19.5400 	16.9700 	21.3200 	18.2000 	18.1500 	14.2200 	15.0600 	13.5500 	14.3200 	11.7100 	11.1750 	11.0720 	11.7110 	11.8600 	11.5140 	9.5430 	7.4530 	: 
4100,4141901,GJ_GCV,I_TAX,PPS,AT	24.1223 	26.2342 	24.6479 	27.3498 	21.3152 	21.7764 	22.0713 	22.0258 	22.0951 	22.2942 	22.6652 	22.4604 	22.8094 	23.1636 	23.1545 	21.9378 	20.8902 	18.5494 	19.0392 	18.7560 	19.4420 	19.1523 	18.5659 	19.5774 	: 
4100,4141901,GJ_GCV,I_TAX,PPS,BA	18.7657 	18.4373 	18.4311 	18.4978 	17.6417 	19.7227 	22.9799 	30.2658 	29.5172 	29.5172 	29.5172 	29.2554 	31.6672 	32.0053 	32.0053 	30.3544 	25.5726 	: 	: 	: 	: 	: 	: 	: 	: 
4100,4141901,GJ_GCV,I_TAX,PPS,BE	19.5353 	22.6557 	19.1016 	20.2385 	18.5532 	20.4908 	19.2873 	22.8411 	19.8674 	23.2462 	21.5883 	22.0819 	22.7925 	25.7792 	23.4685 	24.0657 	21.8582 	21.3892 	19.9915 	19.2112 	21.4198 	25.1579 	21.3569 	19.6532 	: 
4100,4141901,GJ_GCV,I_TAX,PPS,BG	25.2665 	26.3523 	22.6342 	23.4834 	20.3381 	20.1650 	23.4680 	25.9532 	28.9950 	30.4372 	28.4312 	32.2095 	29.0380 	32.7559 	29.2868 	27.0556 	25.0575 	26.4601 	22.7665 	20.9943 	29.6047 	27.1121 	21.0367 	21.2253 	: 
4100,4141901,GJ_GCV,I_TAX,PPS,CZ	44.6009 	41.8574 	41.8591 	40.2399 	40.5277 	39.5070 	40.1028 	39.2111 	38.7515 	37.4412 	36.9245 	37.1588 	39.0262 	37.3545 	37.3466 	36.7051 	33.2083 	30.0029 	28.9701 	27.3510 	29.3490 	28.4588 	25.1914 	24.0784 	: 
4100,4141901,GJ_GCV,I_TAX,PPS,DE	27.8787 	26.5278 	26.4281 	26.3088 	26.9183 	27.2636 	29.3864 	28.2386 	29.0030 	28.3504 	29.6077 	29.3964 	28.2072 	28.2778 	27.9487 	28.0395 	27.4332 	27.0729 	24.3225 	24.4018 	25.9170 	29.0576 	25.2365 	25.3790 	: 
4100,4141901,GJ_GCV,I_TAX,PPS,DK	23.7157 	22.1141 	21.2512 	21.3717 	21.5194 	21.3217 	20.8368 	22.5156 	23.3296 	18.0547 	18.7150 	19.9217 	20.2445 	19.6254 	20.0889 	21.1342 	21.2087 	19.6681 	19.4093 	16.8973 	15.9514 	19.7763 	19.3600 	18.0492 	17.0245 
4100,4141901,GJ_GCV,I_TAX,PPS,EA	: 	: 	: 	: 	27.1903 	31.6051 	27.9115 	33.5874 	28.7907 	33.5193 	29.4747 	32.5246 	27.8658 	31.6959 	26.5413 	29.1534 	24.8387 	26.9107 	22.6065 	23.9031 	24.4561 	27.4190 	23.2074 	23.9614 	: 
4100,4141901,GJ_GCV,I_TAX,PPS,EE	18.7322 	18.1073 	17.2346 	19.1248 	18.9621 	14.0917 	14.2320 	15.8707 	20.2894 	20.3965 	21.8697 	22.5353 	25.5391 	24.8181 	23.3657 	23.7665 	21.0746 	21.0424 	16.0986 	14.8726 	16.1296 	15.9768 	15.3478 	15.7882 	: 
4100,4141901,GJ_GCV,I_TAX,PPS,EL	21.5365 	26.3856 	20.8941 e	: c	22.2039 p	34.3430 	23.4798 	39.4212 	26.7403 	38.7776 	28.2721 	44.0749 	28.9029 	45.4995 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
