nrg_cons,nrg_prc,currency,geo\time	2018 	2017 	2016S2 	2015S2 	2014S2 	2013S2 	2012S2 	2011S2 	2010S2 	2009S2 	2008S2 	2007S2 
TOT_KWH,OTH,EUR,BA	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,EUR,BE	0.0252 	0.0508 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,EUR,BG	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,EUR,CY	0.0008 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,EUR,CZ	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,EUR,DE	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,EUR,DK	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,EUR,EA	0.0096 	0.0041 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,EUR,EE	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,EUR,EL	0.0178 	0.0262 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,EUR,EU28	0.0105 	0.0058 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,EUR,FI	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,EUR,FR	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,EUR,GE	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,EUR,HR	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,EUR,HU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,EUR,IE	0.0043 	0.0006 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,EUR,IS	0.0023 	0.0024 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,EUR,IT	0.0521 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,EUR,LT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,EUR,LU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,EUR,LV	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,EUR,MD	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,EUR,MK	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,EUR,MT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,EUR,NL	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,EUR,NO	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,EUR,PL	0.0001 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,EUR,PT	0.0141 	0.0146 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,EUR,RO	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,EUR,RS	0.0043 	0.0042 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,EUR,SE	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,EUR,SI	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,EUR,SK	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,EUR,TR	0.0034 	0.0040 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,EUR,UA	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,EUR,UK	0.0284 	0.0198 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,EUR,XK	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,NAT,AT	0.0017 	0.0016 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,NAT,BA	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,NAT,BE	0.0252 	0.0508 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,NAT,BG	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,NAT,CY	0.0008 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,NAT,CZ	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,NAT,DE	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,NAT,DK	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,NAT,EE	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,NAT,EL	0.0178 	0.0262 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,NAT,FI	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,NAT,FR	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,NAT,GE	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,NAT,HR	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,NAT,HU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,NAT,IE	0.0043 	0.0006 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,NAT,IS	0.3000 	0.3000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,NAT,IT	0.0521 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,NAT,LT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,NAT,LU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,NAT,LV	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,NAT,MD	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,NAT,MK	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,NAT,MT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,NAT,NL	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,NAT,NO	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,NAT,PL	0.0003 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,NAT,PT	0.0141 	0.0146 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,NAT,RO	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,NAT,RS	0.5056 	0.4978 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,NAT,SE	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,NAT,SI	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,NAT,SK	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,NAT,TR	0.0221 	0.0172 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,NAT,UA	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,NAT,UK	0.0253 	0.0177 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,NAT,XK	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,PPS,AT	0.0015 	0.0015 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,PPS,BA	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,PPS,BE	0.0228 	0.0465 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,PPS,BG	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,PPS,CY	0.0009 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,PPS,CZ	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,PPS,DE	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,PPS,DK	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,PPS,EE	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,PPS,EL	0.0216 	0.0319 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,PPS,FI	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,PPS,FR	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,PPS,HR	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,PPS,HU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,PPS,IE	0.0038 	0.0005 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,PPS,IS	0.0015 	0.0015 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,PPS,IT	0.0527 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,PPS,LT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,PPS,LU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,PPS,LV	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,PPS,MK	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,PPS,MT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,PPS,NL	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,PPS,NO	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,PPS,PL	0.0001 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,PPS,PT	0.0173 	0.0183 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,PPS,RO	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,PPS,RS	0.0087 	0.0088 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,PPS,SE	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,PPS,SI	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,PPS,SK	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,PPS,TR	0.0111 	0.0097 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,OTH,PPS,UK	0.0258 	0.0186 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,EUR,AT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,EUR,BA	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,EUR,BE	0.0011 	0.0009 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,EUR,BG	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,EUR,CY	0.0067 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,EUR,CZ	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,EUR,DE	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,EUR,DK	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,EUR,EA	0.0020 	0.0021 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,EUR,EE	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,EUR,EL	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,EUR,EU28	0.0018 	0.0018 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,EUR,FI	0.0001 	0.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,EUR,FR	0.0041 	0.0036 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,EUR,GE	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,EUR,HR	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,EUR,HU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,EUR,IE	0.0052 	0.0047 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,EUR,IS	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,EUR,IT	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,EUR,LT	0.0022 	0.0033 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,EUR,LU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,EUR,LV	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,EUR,MD	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,EUR,ME	0.0002 	0.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,EUR,MK	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,EUR,MT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,EUR,NL	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,EUR,NO	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,EUR,PL	0.0077 	0.0093 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,EUR,PT	0.0132 	0.0122 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,EUR,RO	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,EUR,RS	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,EUR,SE	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,EUR,SI	0.0001 	0.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,EUR,SK	0.0118 	0.0117 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,EUR,TR	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,EUR,UA	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,EUR,UK	0.0013 	0.0004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,EUR,XK	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,NAT,AT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,NAT,BA	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,NAT,BE	0.0011 	0.0009 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,NAT,BG	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,NAT,CY	0.0067 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,NAT,CZ	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,NAT,DE	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,NAT,DK	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,NAT,EE	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,NAT,EL	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,NAT,FI	0.0001 	0.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,NAT,FR	0.0041 	0.0036 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,NAT,GE	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,NAT,HR	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,NAT,HU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,NAT,IE	0.0052 	0.0047 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,NAT,IS	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,NAT,IT	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,NAT,LT	0.0022 	0.0033 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,NAT,LU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,NAT,LV	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,NAT,MD	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,NAT,ME	0.0002 	0.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,NAT,MK	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,NAT,MT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,NAT,NL	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,NAT,NO	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,NAT,PL	0.0331 	0.0395 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,NAT,PT	0.0132 	0.0122 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,NAT,RO	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,NAT,RS	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,NAT,SE	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,NAT,SI	0.0001 	0.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,NAT,SK	0.0118 	0.0117 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,NAT,TR	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,NAT,UA	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,NAT,UK	0.0012 	0.0004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,NAT,XK	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,PPS,AT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,PPS,BA	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,PPS,BE	0.0010 	0.0008 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,PPS,BG	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,PPS,CY	0.0075 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,PPS,CZ	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,PPS,DE	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,PPS,DK	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,PPS,EE	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,PPS,EL	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,PPS,FI	0.0001 	0.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,PPS,FR	0.0037 	0.0033 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,PPS,HR	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,PPS,HU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,PPS,IE	0.0047 	0.0043 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,PPS,IS	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,PPS,IT	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,PPS,LT	0.0035 	0.0054 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,PPS,LU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,PPS,LV	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,PPS,ME	0.0004 	0.0002 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,PPS,MK	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,PPS,MT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,PPS,NL	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,PPS,NO	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,PPS,PL	0.0134 	0.0160 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,PPS,PT	0.0162 	0.0153 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,PPS,RO	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,PPS,RS	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,PPS,SE	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,PPS,SI	0.0001 	0.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,PPS,SK	0.0174 	0.0172 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,PPS,TR	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_CAP,PPS,UK	0.0012 	0.0004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOT_KWH,TAX_ENV,EUR,AT	0.0150 	0.0150 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
